Job Title,Job ID,Time Posted,Posted,AI Recommendation,Process,AI Rating,AI Explanation,Type,Rate,URL,Full Description,Client Location,Lead Amount Spent,Project Length,Hours/Week,Scraped?
Research Email Addresses for Conference Attendee List,723,5/5/2025 10:53am,51 hrs ago,No,,3,"The job does not align with business automation skills, it has low client spending history and no client ratings. Despite being fixed-price and located in the USA, it is not relevant to automation expertise.",Fixed,$150.00,https://www.upwork.com/jobs/~021919420003759049665,,,,,,
Build an Automated Affiliate Video Generator for YouTube &amp; TikTok Using No-Code Tools,722,5/5/2025 10:49am,51 hrs ago,Yes,,9,"The job is a fixed-price project located in the US, which is the user's top priority. It involves building an automated system, aligning with the user's expertise in business automation. The client has a payment-verified status and has spent $9K, indicating reliability. Additionally, the client has a high rating of 4.57 out of 5, providing confidence in the client's feedback and payment reliability.",Fixed,$500.00,https://www.upwork.com/jobs/~021919417545672428835,,,,,,
AirTable Expert Needed for Automations and Scripting,721,5/5/2025 10:42am,51 hrs ago,Maybe,,7,"The job is a fixed-price, UK-based AirTable automation role, which aligns with your skills and slight UK location preference. The client has a high rating of 4.98 and payment verified with $1K spent, indicating reliability. However, the fixed price of $30 is low, which may not meet expectations for compensation.",Fixed,$30.00,https://www.upwork.com/jobs/~021919414359685483457,,,,,,
Lead Generation &amp; CRM Support,720,5/5/2025 10:38am,51 hrs ago,No,,4,"The job is located in the US, which is a top priority. However, the fixed price of $10 is very low, which is not aligned with the user's preference for fixed-price jobs unless the price is reasonable. The client has payment verified, spent $46K, and has a high rating of 4.99. Unfortunately, the job description does not clearly align with business automation; it focuses more on lead generation, CRM support, and data entry, which are not direct matches for the user's skills in business automation tools like Make.com or Airtable.",Fixed,$10.00,https://www.upwork.com/jobs/~021919413459991722812,,,,,,
Make.com automation asap,719,5/5/2025 10:35am,51 hrs ago,Yes,,8,"The job is located in the US and requires expertise in Make.com, which matches your skills. Payment is verified, and the client has spent a significant amount ($52K). However, the client's rating is relatively low at 3.13, which is a concern, but the alignment with your skills and preferences gives it a strong recommendation.",Hourly,$10.00,https://www.upwork.com/jobs/~021919412774519576406,,,,,,
"🔧 Notion Expert Needed to Audit, Fix, and Automate Databases + Forms",718,5/5/2025 10:11am,52 hrs ago,No,,3,"The job is located in the UAE, not the US or UK, and the fixed price is very low at $20. Although it is automation-related, the budget does not align with the user's preferences. The client does have very high ratings and significant spending history, but location and budget are critical factors.",Fixed,$20.00,https://www.upwork.com/jobs/~021919401888351583036,,,,,,
Data Collection: Reach Out to 250 Companies for Email Acquisition,717,5/5/2025 10:05am,52 hrs ago,No,,3,"The job is located in Colombia, not the US or UK, and involves data collection and email acquisition rather than business automation. While payment is verified, the amount spent is relatively low, and it's an hourly job. The client's rating is high, but the job doesn't align well with the user's expertise preferences.",Hourly,$10.00,https://www.upwork.com/jobs/~021919405715745033153,,,,,,
AI Agent Development for Dashboard Reporting,716,5/5/2025 10:03am,52 hrs ago,Maybe,,6,"The job is related to business automation with a focus on AI and dashboard reporting, which aligns with the user's skills like GHL. The client has a perfect 5.0 rating, but has only spent $59, indicating limited experience on the platform. The job is in the UK, which is a slightly lower priority than US jobs. It's hourly and in the intermediate range, not fixed-price, which the user prefers.",Hourly,$20.00,https://www.upwork.com/jobs/~021919405923925117889,,,,,,
Integration Specialist for ChatGPT with Google Sheets and ACC Schedules,715,5/5/2025 10:01am,52 hrs ago,Maybe,,6,"The job is not located in the US or UK, which are your prioritized locations. It is a fixed-price job and involves Google Sheets, which is one of your skills. The client has payment verified, high spending, and a perfect rating, which are all positive factors. However, the country location reduces the match to your preferences.",Fixed,$200.00,https://www.upwork.com/jobs/~021919404804914795300,,,,,,
Find email addresses for thousands of contacts,714,5/5/2025 9:50am,52 hrs ago,No,,3,"The job is focused on lead generation, which does not align with business automation skills. Although it is a US job with verified payment, a high client rating, and significant spend, it doesn't match preferred expertise areas.",Fixed,$300.00,https://www.upwork.com/jobs/~021919402629372644643,,,,,,
Rockstar B2B Clay lead enricher,713,5/5/2025 9:37am,52 hrs ago,No,,3,"The job is located in Denmark, which is not a priority or preferred location (US, UK). It is an hourly job, and the user prefers fixed-price jobs. The job focuses on lead generation and B2B marketing, not directly related to business automation expertise. Client's payment is verified, but the amount spent is relatively low at $578. Client's rating of 4.77 is good, but overall, it does not match the user's primary preferences.",Hourly,$5.00,https://www.upwork.com/jobs/~021919399861142558550,,,,,,
GoHighLevel CRM Expert Needed to Build Real Estate Wholesaling Pipeline + AI Follow-Up Automations,712,5/5/2025 9:21am,52 hrs ago,Yes,,9,"The job is located in the US, aligned with business automation, specifically within the user's expertise in GoHighLevel. It's payment verified, with a high amount spent ($5K) and a perfect client rating (5.0). Although it's hourly, the job fits the user's skills and preferences well.",Hourly,$5.00,https://www.upwork.com/jobs/~021919395535383711295,,,,,,
Go High Level (GHL) + MS365,711,5/5/2025 9:15am,53 hrs ago,Maybe,,7,"The job is a good fit due to your expertise in GoHighLevel and business automation. The client has verified payment and high spending ($515K), with an excellent rating of 4.99. However, the job is located in Canada and is hourly, which are not top preferences. Still, it's worth considering due to the other positive attributes.",Hourly,$8.00,https://www.upwork.com/jobs/~021919394659249297238,,,,,,
Build a No-Code AI Vector Database &amp; Slack Bot from Airtable Transcripts,710,5/5/2025 8:52am,53 hrs ago,Yes,,9,"The job is located in the US, which is a top priority for you. It involves business automation with tools you are skilled in, such as Airtable and Make.com. The client has verified payment with a high amount spent ($57K) and an excellent rating (4.95), indicating reliability. Although it is an hourly position, the terms are favorable, making it a strong match for your skills and preferences.",Hourly,$20.00,https://www.upwork.com/jobs/~021919389421787172415,,,,,,
LinkedIn Outreach &amp; Lead Generation Expert for TikTok Shop Services Agency,709,5/5/2025 8:44am,53 hrs ago,No,,3,"The job is not related to business automation, it's in lead generation for TikTok Shop services. Payment is verified, with a high client rating (5.0) but low amount spent ($322). The job is not US-based but in Pakistan, which doesn't match the top priority location preference.",Hourly,$10.00,https://www.upwork.com/jobs/~021919387552364908095,,,,,,
Email Marketing Specialist,708,5/5/2025 8:44am,53 hrs ago,No,,4,"The job is located in the US, which is a high priority for location. The client has a 5.0 rating and payment verified with a high amount spent, both of which are high priority factors. However, the role focuses on email marketing, which is not directly aligned with the user's business automation expertise. Additionally, the job is hourly, whereas the user prefers fixed-price jobs.",Hourly,$40.00,https://www.upwork.com/jobs/~021919387181187776604,,,,,,
Build a Turnkey Platform to Convert OST Email Files into a Role-Based AI Agent,707,5/5/2025 8:43am,53 hrs ago,No,,3,"The job is located in the USA and the client has a high rating with verified payment, which are positives. However, the job description does not align well with your expertise in business automation, focusing instead on developing a platform for AI agents. Additionally, it's an hourly job and you prefer fixed-price jobs.",Hourly,$10.00,https://www.upwork.com/jobs/~021919387053454850876,,,,,,
B2B Sales &amp; Internal Automation Specialist,706,5/5/2025 8:27am,53 hrs ago,Yes,,9,"The job is located in the US which is a top priority, payment is verified, and the client has a high amount spent ($21K) with an excellent rating (5.0). The role is closely related to business automation, which aligns with the user's expertise. Although it is hourly, the pay range is competitive ($35 - $75 per hour).",Hourly,$35.00,https://www.upwork.com/jobs/~021919383501703237183,,,,,,
